You Asked For the Following:,,,,,
Year           : From:1950 To: 2016,,,,,
State            : All States By State,,,,,
Species          : CRAB, BLUE,,,,
Year,State,Species,Metric Tons,Pounds,$
1993,Alabama,"CRAB, BLUE",1158.60,2554158.00,1185526.00
1993,Connecticut,"CRAB, BLUE",0.10,271.00,136.00
1993,Delaware,"CRAB, BLUE",2888.40,6367800.00,3339422.00
1993,Delaware,"CRAB, BLUE, SOFT AND PEELER",128.30,282900.00,297045.00
1993,Florida East Coast,"CRAB, BLUE",1780.10,3924317.00,2579457.00
1993,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",17.00,37414.00,175057.00
1993,Florida West Coast,"CRAB, BLUE",3856.50,8501970.00,4659872.00
1993,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",9.70,21412.00,69625.00
1993,Florida Inland Lakes,"CRAB, BLUE",49.00,108096.00,67435.00
1993,Georgia,"CRAB, BLUE",3679.70,8112326.00,3010076.00
1993,Georgia,"CRAB, BLUE, PEELER",20.70,45653.00,69125.00
1993,Georgia,"CRAB, BLUE, SOFT",14.80,32630.00,156916.00
1993,Louisiana,"CRAB, BLUE",20795.90,45846626.00,24039165.00
1993,Louisiana,"CRAB, BLUE, SOFT AND PEELER",44.80,98746.00,426140.00
1993,Maryland,"CRAB, BLUE",27108.70,59763788.00,32250221.00
1993,Maryland,"CRAB, BLUE, PEELER",16.90,37254.00,64013.00
1993,Maryland,"CRAB, BLUE, SOFT AND PEELER",839.40,1850517.00,5099309.00
1993,Mississippi,"CRAB, BLUE",114.70,252975.00,132846.00
1993,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.20,488.00,1311.00
1993,New Jersey,"CRAB, BLUE",3411.00,7519941.00,3906317.00
1993,New Jersey,"CRAB, BLUE, PEELER",100.00,220506.00,275141.00
1993,New York,"CRAB, BLUE",551.00,1214840.00,759350.00
1993,North Carolina,"CRAB, BLUE",19444.40,42867109.00,14262152.00
1993,North Carolina,"CRAB, BLUE, PEELER",108.60,239366.00,218695.00
1993,North Carolina,"CRAB, BLUE, SOFT",171.70,378536.00,789125.00
1993,North Carolina,"CRAB, BLUE, SOFT AND PEELER",85.10,187721.00,507749.00
1993,Rhode Island,"CRAB, BLUE",0.20,358.00,358.00
1993,South Carolina,"CRAB, BLUE",2782.40,6134121.00,3026734.00
1993,South Carolina,"CRAB, BLUE, SOFT AND PEELER",48.80,107650.00,252831.00
1993,Texas,"CRAB, BLUE",3758.70,8286418.00,3959872.00
1993,Virginia,"CRAB, BLUE",23316.80,51404223.00,30759678.00
1993,Virginia,"CRAB, BLUE, PEELER",671.30,1480000.00,2537104.00
1993,Virginia,"CRAB, BLUE, SOFT",122.50,270041.00,1278253.00
1994,Alabama,"CRAB, BLUE",1219.30,2687961.00,1473800.00
1994,Delaware,"CRAB, BLUE",2805.50,6185094.00,3824040.00
1994,Delaware,"CRAB, BLUE, SOFT AND PEELER",138.30,304800.00,493996.00
1994,Florida East Coast,"CRAB, BLUE",2419.00,5333025.00,3939156.00
1994,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",27.80,61376.00,151734.00
1994,Florida West Coast,"CRAB, BLUE",3813.20,8406570.00,5333795.00
1994,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",26.00,57364.00,143989.00
1994,Florida Inland Lakes,"CRAB, BLUE",69.50,153137.00,108527.00
1994,Georgia,"CRAB, BLUE",4016.00,8853564.00,4510751.00
1994,Georgia,"CRAB, BLUE, PEELER",14.40,31670.00,48174.00
1994,Georgia,"CRAB, BLUE, SOFT",10.20,22521.00,137821.00
1994,Louisiana,"CRAB, BLUE",16630.90,36664561.00,22090343.00
1994,Louisiana,"CRAB, BLUE, SOFT AND PEELER",45.40,100189.00,435694.00
1994,Maryland,"CRAB, BLUE",20383.60,44937722.00,36595329.00
1994,Maryland,"CRAB, BLUE, PEELER",11.20,24794.00,46271.00
1994,Maryland,"CRAB, BLUE, SOFT AND PEELER",746.50,1645658.00,5431313.00
1994,Mississippi,"CRAB, BLUE",77.50,170774.00,88911.00
1994,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.40,893.00,2794.00
1994,New Jersey,"CRAB, BLUE",2338.90,5156361.00,3500600.00
1994,New Jersey,"CRAB, BLUE, PEELER",203.10,447695.00,577965.00
1994,New York,"CRAB, BLUE",402.30,886840.00,558718.00
1994,North Carolina,"CRAB, BLUE",23705.10,52260188.00,26896289.00
1994,North Carolina,"CRAB, BLUE, PEELER",291.30,642250.00,771705.00
1994,North Carolina,"CRAB, BLUE, SOFT",277.00,610738.00,1931966.00
1994,South Carolina,"CRAB, BLUE",3236.90,7136173.00,4738393.00
1994,South Carolina,"CRAB, BLUE, SOFT AND PEELER",21.60,47702.00,108590.00
1994,Texas,"CRAB, BLUE",2338.00,5154397.00,3056656.00
1994,Virginia,"CRAB, BLUE",15431.40,34020062.00,19874278.00
1994,Virginia,"CRAB, BLUE, PEELER",570.60,1257974.00,2330897.00
1994,Virginia,"CRAB, BLUE, SOFT",66.60,146934.00,607470.00
1995,Alabama,"CRAB, BLUE",1143.20,2520268.00,1712120.00
1995,Connecticut,"CRAB, BLUE",0.10,317.00,159.00
1995,Delaware,"CRAB, BLUE",3405.00,7506600.00,6077256.00
1995,Delaware,"CRAB, BLUE, PEELER",235.00,518000.00,690224.00
1995,Florida East Coast,"CRAB, BLUE",1545.50,3407238.00,2882662.00
1995,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",22.30,49251.00,154397.00
1995,Florida West Coast,"CRAB, BLUE",3957.60,8724825.00,6466121.00
1995,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",25.40,56008.00,197956.00
1995,Florida Inland Lakes,"CRAB, BLUE",37.40,82475.00,61726.00
1995,Georgia,"CRAB, BLUE",4217.90,9298860.00,5020696.00
1995,Georgia,"CRAB, BLUE, PEELER",21.90,48356.00,72659.00
1995,Georgia,"CRAB, BLUE, SOFT",13.20,29143.00,180845.00
1995,Louisiana,"CRAB, BLUE",16744.00,36913932.00,29054586.00
1995,Louisiana,"CRAB, BLUE, SOFT AND PEELER",23.90,52591.00,484933.00
1995,Maryland,"CRAB, BLUE",19288.80,42523992.00,36849840.00
1995,Maryland,"CRAB, BLUE, PEELER",16.10,35428.00,80341.00
1995,Maryland,"CRAB, BLUE, SOFT",776.00,1710847.00,4859595.00
1995,Mississippi,"CRAB, BLUE",144.50,318557.00,228680.00
1995,Mississippi,"CRAB, BLUE, SOFT AND PEELER",1.00,2287.00,6366.00
1995,New Jersey,"CRAB, BLUE",3056.90,6739199.00,5190101.00
1995,New Jersey,"CRAB, BLUE, PEELER",434.50,957814.00,1061742.00
1995,New York,"CRAB, BLUE",790.70,1743111.00,1481783.00
1995,North Carolina,"CRAB, BLUE",20427.10,45033565.00,33053853.00
1995,North Carolina,"CRAB, BLUE, PEELER",328.60,724458.00,1052610.00
1995,North Carolina,"CRAB, BLUE, SOFT",311.00,685589.00,2132894.00
1995,Rhode Island,"CRAB, BLUE",0.00,2.00,1.00
1995,South Carolina,"CRAB, BLUE",3195.20,7044123.00,4468646.00
1995,South Carolina,"CRAB, BLUE, SOFT AND PEELER",39.00,85999.00,179959.00
1995,Texas,"CRAB, BLUE",2625.00,5786967.00,4062069.00
1995,Virginia,"CRAB, BLUE",13971.00,30800424.00,20185974.00
1995,Virginia,"CRAB, BLUE, PEELER",729.30,1607723.00,3632008.00
1995,Virginia,"CRAB, BLUE, SOFT",73.00,160856.00,768831.00
1996,Alabama,"CRAB, BLUE",1460.10,3218948.00,1821765.00
1996,Delaware,"CRAB, BLUE",1672.20,3686520.00,2277664.00
1996,Delaware,"CRAB, BLUE, PEELER",99.90,220207.00,478210.00
1996,Florida East Coast,"CRAB, BLUE",2512.30,5538556.00,4317896.00
1996,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",20.60,45516.00,268523.00
1996,Florida West Coast,"CRAB, BLUE",5631.10,12414241.00,7769545.00
1996,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",27.50,60673.00,304654.00
1996,Florida Inland Lakes,"CRAB, BLUE",35.40,78028.00,60158.00
1996,Georgia,"CRAB, BLUE",2626.20,5789622.00,3017603.00
1996,Georgia,"CRAB, BLUE, PEELER",28.10,61939.00,95736.00
1996,Georgia,"CRAB, BLUE, SOFT",18.60,40905.00,269243.00
1996,Louisiana,"CRAB, BLUE",18099.40,39901905.00,23964649.00
1996,Louisiana,"CRAB, BLUE, SOFT AND PEELER",45.10,99335.00,515701.00
1996,Maryland,"CRAB, BLUE",16862.30,37174668.00,26170445.00
1996,Maryland,"CRAB, BLUE, PEELER",0.10,262.00,568.00
1996,Maryland,"CRAB, BLUE, SOFT",808.60,1782582.00,7634490.00
1996,Mississippi,"CRAB, BLUE",184.60,407042.00,262012.00
1996,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.70,1483.00,6384.00
1996,New Jersey,"CRAB, BLUE",1632.60,3599275.00,2375078.00
1996,New Jersey,"CRAB, BLUE, PEELER",101.40,223609.00,260592.00
1996,New York,"CRAB, BLUE",1042.50,2298351.00,1717982.00
1996,North Carolina,"CRAB, BLUE",29793.40,65682523.00,39873595.00
1996,North Carolina,"CRAB, BLUE, PEELER",398.40,878403.00,1281006.00
1996,North Carolina,"CRAB, BLUE, SOFT",235.60,519362.00,1887857.00
1996,South Carolina,"CRAB, BLUE",2668.10,5882133.00,3665899.00
1996,South Carolina,"CRAB, BLUE, PEELER",20.70,45679.00,150899.00
1996,South Carolina,"CRAB, BLUE, SOFT",11.90,26335.00,236559.00
1996,Texas,"CRAB, BLUE",2862.50,6310672.00,4211670.00
1996,Virginia,"CRAB, BLUE",14750.20,32518256.00,19718691.00
1996,Virginia,"CRAB, BLUE, PEELER",741.10,1633792.00,3384431.00
1996,Virginia,"CRAB, BLUE, SOFT",29.30,64683.00,316314.00
1997,Alabama,"CRAB, BLUE",1576.80,3476186.00,2053479.00
1997,Alabama,"CRAB, BLUE, SOFT AND PEELER",4.80,10665.00,10274.00
1997,Delaware,"CRAB, BLUE",2429.00,5354880.00,3342899.00
1997,Delaware,"CRAB, BLUE, PEELER",43.90,96713.00,212953.00
1997,Florida East Coast,"CRAB, BLUE",2556.80,5636640.00,4885556.00
1997,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",27.20,59931.00,365512.00
1997,Florida West Coast,"CRAB, BLUE",4197.90,9254589.00,6543121.00
1997,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",30.20,66587.00,356159.00
1997,Florida Inland Lakes,"CRAB, BLUE",107.00,235883.00,236329.00
1997,Georgia,"CRAB, BLUE",2850.00,6283070.00,3608658.00
1997,Georgia,"CRAB, BLUE, PEELER",42.30,93301.00,151666.00
1997,Georgia,"CRAB, BLUE, SOFT",25.60,56482.00,374850.00
1997,Louisiana,"CRAB, BLUE",19704.10,43439629.00,27143920.00
1997,Louisiana,"CRAB, BLUE, SOFT AND PEELER",39.10,86184.00,592872.00
1997,Maryland,"CRAB, BLUE",19948.60,43978676.00,36379289.00
1997,Maryland,"CRAB, BLUE, PEELER",17.50,38603.00,70378.00
1997,Maryland,"CRAB, BLUE, SOFT",706.70,1557882.00,7129716.00
1997,Mississippi,"CRAB, BLUE",309.80,682945.00,456717.00
1997,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.70,1653.00,6461.00
1997,New Jersey,"CRAB, BLUE",1946.20,4290678.00,2874543.00
1997,New Jersey,"CRAB, BLUE, PEELER",123.30,271913.00,492046.00
1997,New York,"CRAB, BLUE",534.60,1178622.00,883950.00
1997,North Carolina,"CRAB, BLUE",24654.60,54353564.00,33165904.00
1997,North Carolina,"CRAB, BLUE, PEELER",463.90,1022691.00,1768855.00
1997,North Carolina,"CRAB, BLUE, SOFT",323.80,713949.00,2751320.00
1997,South Carolina,"CRAB, BLUE",2790.30,6151428.00,3649551.00
1997,South Carolina,"CRAB, BLUE, PEELER",30.00,66036.00,198344.00
1997,South Carolina,"CRAB, BLUE, SOFT",29.90,65911.00,491316.00
1997,Texas,"CRAB, BLUE",3213.20,7083790.00,4347213.00
1997,Virginia,"CRAB, BLUE",16782.20,36998000.00,24516428.00
1997,Virginia,"CRAB, BLUE, PEELER",906.10,1997506.00,3617863.00
1997,Virginia,"CRAB, BLUE, SOFT",31.30,69035.00,269888.00
1998,Alabama,"CRAB, BLUE",1577.40,3477583.00,1947278.00
1998,Alabama,"CRAB, BLUE, SOFT AND PEELER",0.30,676.00,524.00
1998,Connecticut,"CRAB, BLUE",1.00,2144.00,1988.00
1998,Delaware,"CRAB, BLUE",1889.50,4165492.00,3594116.00
1998,Delaware,"CRAB, BLUE, SOFT AND PEELER",88.10,194330.00,423708.00
1998,Florida East Coast,"CRAB, BLUE",2036.70,4490117.00,3823063.00
1998,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",19.30,42476.00,254958.00
1998,Florida West Coast,"CRAB, BLUE",5792.90,12771080.00,7547632.00
1998,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",41.60,91701.00,479636.00
1998,Florida Inland Lakes,"CRAB, BLUE",38.10,83945.00,70831.00
1998,Florida Inland Lakes,"CRAB, BLUE, SOFT AND PEELER",2.70,5892.00,30306.00
1998,Georgia,"CRAB, BLUE",2284.10,5035542.00,2604083.00
1998,Georgia,"CRAB, BLUE, PEELER",37.80,83340.00,141175.00
1998,Georgia,"CRAB, BLUE, SOFT",23.10,50821.00,343199.00
1998,Louisiana,"CRAB, BLUE",19722.40,43480066.00,29344906.00
1998,Louisiana,"CRAB, BLUE, SOFT AND PEELER",80.20,176832.00,1399567.00
1998,Maryland,"CRAB, BLUE",13402.20,29546458.00,28294910.00
1998,Maryland,"CRAB, BLUE, PEELER",23.30,51316.00,93035.00
1998,Maryland,"CRAB, BLUE, SOFT",577.30,1272673.00,5881549.00
1998,Mississippi,"CRAB, BLUE",268.50,591825.00,425949.00
1998,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.60,1357.00,5800.00
1998,New Jersey,"CRAB, BLUE",2424.50,5345074.00,4359892.00
1998,New Jersey,"CRAB, BLUE, PEELER",219.70,484257.00,918922.00
1998,New York,"CRAB, BLUE",537.40,1184713.00,888436.00
1998,North Carolina,"CRAB, BLUE",27398.30,60402344.00,40466866.00
1998,North Carolina,"CRAB, BLUE, PEELER",442.80,976142.00,1932835.00
1998,North Carolina,"CRAB, BLUE, SOFT",316.50,697791.00,2559902.00
1998,South Carolina,"CRAB, BLUE",3384.10,7460673.00,4636280.00
1998,South Carolina,"CRAB, BLUE, PEELER",38.00,83858.00,255274.00
1998,South Carolina,"CRAB, BLUE, SOFT",23.30,51343.00,377866.00
1998,Texas,"CRAB, BLUE",3170.00,6988544.00,4549295.00
1998,Virginia,"CRAB, BLUE",14581.60,32146616.00,21249195.00
1998,Virginia,"CRAB, BLUE, PEELER",1084.60,2391209.00,5641837.00
1998,Virginia,"CRAB, BLUE, SOFT",27.90,61459.00,304454.00
1999,Alabama,"CRAB, BLUE",1708.90,3767527.00,2078614.00
1999,Connecticut,"CRAB, BLUE",1.50,3237.00,2982.00
1999,Delaware,"CRAB, BLUE",2222.00,4898564.00,4375998.00
1999,Delaware,"CRAB, BLUE, SOFT AND PEELER",42.90,94601.00,223383.00
1999,Florida East Coast,"CRAB, BLUE",1990.00,4387190.00,3619978.00
1999,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",12.60,27853.00,208352.00
1999,Florida West Coast,"CRAB, BLUE",5010.70,11046665.00,7144151.00
1999,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",55.70,122802.00,718447.00
1999,Florida Inland Lakes,"CRAB, BLUE",92.20,203189.00,141082.00
1999,Florida Inland Lakes,"CRAB, BLUE, SOFT AND PEELER",4.20,9275.00,31113.00
1999,Georgia,"CRAB, BLUE",1769.70,3901477.00,2045706.00
1999,Georgia,"CRAB, BLUE, PEELER",23.60,52022.00,92211.00
1999,Georgia,"CRAB, BLUE, SOFT",17.90,39481.00,336498.00
1999,Louisiana,"CRAB, BLUE",21014.10,46327758.00,27376920.00
1999,Louisiana,"CRAB, BLUE, PEELER",113.60,250452.00,412745.00
1999,Louisiana,"CRAB, BLUE, SOFT",39.00,85938.00,420166.00
1999,Maryland,"CRAB, BLUE",15340.90,33820654.00,30862082.00
1999,Maryland,"CRAB, BLUE, PEELER",15.60,34381.00,90686.00
1999,Maryland,"CRAB, BLUE, SOFT",0.90,1982.00,9377.00
1999,Maryland,"CRAB, BLUE, SOFT AND PEELER",686.80,1514013.00,7896529.00
1999,Mississippi,"CRAB, BLUE",417.40,920277.00,672729.00
1999,Mississippi,"CRAB, BLUE, SOFT AND PEELER",1.00,2267.00,9168.00
1999,New Jersey,"CRAB, BLUE",2381.90,5251058.00,4211931.00
1999,New Jersey,"CRAB, BLUE, PEELER",148.80,328130.00,698718.00
1999,New York,"CRAB, BLUE",605.10,1334075.00,674120.00
1999,North Carolina,"CRAB, BLUE",25443.80,56093355.00,33525674.00
1999,North Carolina,"CRAB, BLUE, PEELER",427.40,942175.00,2111696.00
1999,North Carolina,"CRAB, BLUE, SOFT",231.60,510493.00,2174443.00
1999,South Carolina,"CRAB, BLUE",2957.70,6520561.00,3663066.00
1999,South Carolina,"CRAB, BLUE, PEELER",21.30,47019.00,154464.00
1999,South Carolina,"CRAB, BLUE, SOFT",18.50,40895.00,481155.00
1999,Texas,"CRAB, BLUE",2935.70,6472115.00,4294964.00
1999,Virginia,"CRAB, BLUE",13306.90,29336320.00,21315957.00
1999,Virginia,"CRAB, BLUE, PEELER",930.30,2050989.00,4937459.00
1999,Virginia,"CRAB, BLUE, SOFT",22.60,49768.00,271690.00
2000,Alabama,"CRAB, BLUE",2168.40,4780433.00,3082558.00
2000,Alabama,"CRAB, BLUE, SOFT AND PEELER",1.60,3428.00,3460.00
2000,Connecticut,"CRAB, BLUE",0.80,1745.00,1745.00
2000,Delaware,"CRAB, BLUE",1821.30,4015346.00,4899394.00
2000,Delaware,"CRAB, BLUE, SOFT AND PEELER",34.90,76849.00,187027.00
2000,Florida East Coast,"CRAB, BLUE",2132.30,4700807.00,4198655.00
2000,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",21.60,47610.00,381282.00
2000,Florida West Coast,"CRAB, BLUE",2908.80,6412794.00,5041321.00
2000,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",72.50,159850.00,1113002.00
2000,Florida Inland Lakes,"CRAB, BLUE",113.50,250222.00,269988.00
2000,Florida Inland Lakes,"CRAB, BLUE, SOFT AND PEELER",11.40,25113.00,100591.00
2000,Georgia,"CRAB, BLUE",1452.60,3202383.00,2077559.00
2000,Georgia,"CRAB, BLUE, PEELER",27.80,61336.00,127693.00
2000,Georgia,"CRAB, BLUE, SOFT",14.80,32536.00,271278.00
2000,Louisiana,"CRAB, BLUE",23335.70,51445934.00,33241429.00
2000,Louisiana,"CRAB, BLUE, PEELER",247.00,544582.00,897378.00
2000,Louisiana,"CRAB, BLUE, SOFT",25.80,56933.00,255885.00
2000,Maryland,"CRAB, BLUE",9715.80,21419470.00,23607074.00
2000,Maryland,"CRAB, BLUE, PEELER",15.20,33483.00,54160.00
2000,Maryland,"CRAB, BLUE, SOFT",0.60,1418.00,6015.00
2000,Maryland,"CRAB, BLUE, SOFT AND PEELER",631.70,1392648.00,7175351.00
2000,Mississippi,"CRAB, BLUE",380.50,838898.00,631350.00
2000,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.60,1345.00,5856.00
2000,New Jersey,"CRAB, BLUE",2206.20,4863858.00,4924705.00
2000,New Jersey,"CRAB, BLUE, PEELER",103.80,228906.00,565246.00
2000,New York,"CRAB, BLUE",672.10,1481728.00,744072.00
2000,North Carolina,"CRAB, BLUE",17640.40,38890020.00,32154891.00
2000,North Carolina,"CRAB, BLUE, PEELER",453.10,998988.00,1946386.00
2000,North Carolina,"CRAB, BLUE, SOFT",340.30,750192.00,3336990.00
2000,South Carolina,"CRAB, BLUE",2571.90,5670010.00,4661229.00
2000,South Carolina,"CRAB, BLUE, PEELER",32.60,71840.00,263612.00
2000,South Carolina,"CRAB, BLUE, SOFT",34.30,75658.00,727295.00
2000,Texas,"CRAB, BLUE",2110.70,4653306.00,3300828.00
2000,Virginia,"CRAB, BLUE",12142.60,26769521.00,18616481.00
2000,Virginia,"CRAB, BLUE, PEELER",925.70,2040865.00,5421344.00
2000,Virginia,"CRAB, BLUE, SOFT",16.20,35787.00,76698.00
2001,Alabama,"CRAB, BLUE",1114.60,2457288.00,1744121.00
2001,Alabama,"CRAB, BLUE, SOFT AND PEELER",0.10,244.00,252.00
2001,Delaware,"CRAB, BLUE",1826.60,4026904.00,5001256.00
2001,Delaware,"CRAB, BLUE, PEELER",26.20,57664.00,138798.00
2001,Florida East Coast,"CRAB, BLUE",1200.70,2647036.00,2718062.00
2001,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",11.40,25115.00,198256.00
2001,Florida West Coast,"CRAB, BLUE",2062.90,4547898.00,4212907.00
2001,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",44.80,98762.00,642001.00
2001,Florida Inland Lakes,"CRAB, BLUE",118.10,260266.00,265736.00
2001,Florida Inland Lakes,"CRAB, BLUE, SOFT AND PEELER",3.80,8320.00,29617.00
2001,Georgia,"CRAB, BLUE",1225.80,2702493.00,2500721.00
2001,Georgia,"CRAB, BLUE, PEELER",16.50,36276.00,84308.00
2001,Georgia,"CRAB, BLUE, SOFT",14.80,32608.00,317445.00
2001,Louisiana,"CRAB, BLUE",18777.80,41397546.00,30923900.00
2001,Louisiana,"CRAB, BLUE, PEELER",156.10,344175.00,759563.00
2001,Louisiana,"CRAB, BLUE, SOFT",26.20,57676.00,283963.00
2001,Maryland,"CRAB, BLUE",10987.00,24222045.00,24964595.00
2001,Maryland,"CRAB, BLUE, PEELER",3.80,8367.00,36543.00
2001,Maryland,"CRAB, BLUE, SOFT",0.30,601.00,2142.00
2001,Maryland,"CRAB, BLUE, SOFT AND PEELER",772.10,1702131.00,9677413.00
2001,Mississippi,"CRAB, BLUE",196.10,432223.00,384748.00
2001,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.70,1433.00,6193.00
2001,New Jersey,"CRAB, BLUE",2009.60,4430330.00,4098293.00
2001,New Jersey,"CRAB, BLUE, PEELER",133.40,294022.00,703515.00
2001,New York,"CRAB, BLUE",565.00,1245544.00,648308.00
2001,North Carolina,"CRAB, BLUE",13580.40,29939335.00,25079147.00
2001,North Carolina,"CRAB, BLUE, PEELER",598.40,1319231.00,3081343.00
2001,North Carolina,"CRAB, BLUE, SOFT",418.10,921748.00,4071006.00
2001,South Carolina,"CRAB, BLUE",2463.10,5430244.00,5226101.00
2001,South Carolina,"CRAB, BLUE, PEELER",36.00,79275.00,313792.00
2001,South Carolina,"CRAB, BLUE, SOFT",25.70,56742.00,601037.00
2001,Texas,"CRAB, BLUE",2342.00,5163132.00,3904838.00
2001,Virginia,"CRAB, BLUE",10291.30,22688171.00,17295178.00
2001,Virginia,"CRAB, BLUE, PEELER",1054.70,2325135.00,8125852.00
2001,Virginia,"CRAB, BLUE, SOFT",20.00,44089.00,179196.00
2002,Alabama,"CRAB, BLUE",1168.00,2574892.00,1490107.00
2002,Connecticut,"CRAB, BLUE",0.40,951.00,2853.00
2002,Delaware,"CRAB, BLUE",1372.60,3026054.00,3424805.00
2002,Delaware,"CRAB, BLUE, SOFT AND PEELER",16.30,35870.00,85850.00
2002,Florida East Coast,"CRAB, BLUE",1000.70,2206193.00,2486249.00
2002,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",12.40,27244.00,236957.00
2002,Florida West Coast,"CRAB, BLUE",2490.00,5489433.00,5142325.00
2002,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",35.20,77585.00,501876.00
2002,Florida Inland Lakes,"CRAB, BLUE",38.30,84448.00,120225.00
2002,Georgia,"CRAB, BLUE",880.90,1942063.00,1881456.00
2002,Georgia,"CRAB, BLUE, PEELER",10.40,22832.00,61858.00
2002,Georgia,"CRAB, BLUE, SOFT",10.90,24055.00,222954.00
2002,Louisiana,"CRAB, BLUE",22566.90,49751000.00,29762474.00
2002,Louisiana,"CRAB, BLUE, PEELER",148.40,327262.00,699311.00
2002,Louisiana,"CRAB, BLUE, SOFT",20.40,44902.00,223032.00
2002,Maryland,"CRAB, BLUE",11447.80,25237841.00,23949838.00
2002,Maryland,"CRAB, BLUE, PEELER",2.90,6401.00,12232.00
2002,Maryland,"CRAB, BLUE, SOFT",0.20,420.00,1268.00
2002,Maryland,"CRAB, BLUE, SOFT AND PEELER",560.60,1235891.00,6375046.00
2002,Mississippi,"CRAB, BLUE",324.70,715814.00,568419.00
2002,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.40,814.00,3337.00
2002,New Jersey,"CRAB, BLUE",2721.40,5999612.00,6173797.00
2002,New Jersey,"CRAB, BLUE, PEELER",104.10,229470.00,551516.00
2002,New York,"CRAB, BLUE",1.70,3713.00,2731.00
2002,North Carolina,"CRAB, BLUE",16539.10,36462085.00,29349357.00
2002,North Carolina,"CRAB, BLUE, PEELER",326.10,718927.00,1465909.00
2002,North Carolina,"CRAB, BLUE, SOFT",252.00,555579.00,2333256.00
2002,Rhode Island,"CRAB, BLUE",0.00,9.00,9.00
2002,South Carolina,"CRAB, BLUE",1978.50,4361888.00,3712455.00
2002,South Carolina,"CRAB, BLUE, PEELER",18.70,41248.00,187860.00
2002,South Carolina,"CRAB, BLUE, SOFT",14.60,32189.00,338956.00
2002,Texas,"CRAB, BLUE",3192.00,7037012.00,4522532.00
2002,Virginia,"CRAB, BLUE",11418.00,25172221.00,16370701.00
2002,Virginia,"CRAB, BLUE, PEELER",951.20,2097112.00,4596825.00
2002,Virginia,"CRAB, BLUE, SOFT",14.20,31196.00,115601.00
2003,Alabama,"CRAB, BLUE",1341.40,2957284.00,1714390.00
2003,Alabama,"CRAB, BLUE, SOFT",0.40,837.00,440.00
2003,Connecticut,"CRAB, BLUE",0.10,222.00,666.00
2003,Delaware,"CRAB, BLUE",804.60,1773774.00,1849098.00
2003,Delaware,"CRAB, BLUE, PEELER",8.10,17903.00,49607.00
2003,Florida East Coast,"CRAB, BLUE",888.30,1958424.00,2319322.00
2003,Florida East Coast,"CRAB, BLUE, SOFT AND PEELER",13.30,29323.00,187619.00
2003,Florida West Coast,"CRAB, BLUE",3239.00,7140725.00,6485838.00
2003,Florida West Coast,"CRAB, BLUE, SOFT AND PEELER",38.40,84648.00,575479.00
2003,Georgia,"CRAB, BLUE",757.50,1669916.00,1697418.00
2003,Georgia,"CRAB, BLUE, PEELER",10.70,23577.00,63955.00
2003,Georgia,"CRAB, BLUE, SOFT",8.90,19704.00,209120.00
2003,Louisiana,"CRAB, BLUE",21638.90,47705043.00,32596416.00
2003,Louisiana,"CRAB, BLUE, PEELER",153.10,337585.00,767469.00
2003,Louisiana,"CRAB, BLUE, SOFT",21.20,46652.00,259034.00
2003,Maryland,"CRAB, BLUE",11893.50,26220305.00,25896295.00
2003,Maryland,"CRAB, BLUE, PEELER",1.70,3751.00,5993.00
2003,Maryland,"CRAB, BLUE, SOFT",0.20,447.00,1706.00
2003,Maryland,"CRAB, BLUE, SOFT AND PEELER",722.00,1591712.00,8628415.00
2003,Mississippi,"CRAB, BLUE",397.00,875125.00,680513.00
2003,Mississippi,"CRAB, BLUE, SOFT AND PEELER",0.60,1396.00,6519.00
2003,New Jersey,"CRAB, BLUE",1726.60,3806480.00,4243576.00
2003,New Jersey,"CRAB, BLUE, PEELER",93.10,205214.00,492492.00
2003,New York,"CRAB, BLUE",437.00,963407.00,502089.00
2003,North Carolina,"CRAB, BLUE",18889.90,41644625.00,32904667.00
